iter	Logloss
268	0.610623722
269	0.6104246408
270	0.6102783005
271	0.610076975
272	0.6099455915
273	0.6098573733
274	0.6096983068
275	0.6096096496
276	0.6094240732
277	0.6092387913
278	0.6090406129
279	0.6088799044
280	0.6087127939
281	0.6084874431
282	0.6083573456
283	0.6081670258
284	0.6079572065
285	0.6077870349
286	0.6076179596
287	0.6074697176
288	0.6073466903
289	0.6071934091
290	0.6070372423
291	0.6068315984
292	0.6066289725
293	0.6064649403
294	0.6063212275
295	0.6060691919
296	0.6058532109
297	0.6057664828
298	0.6055943542
299	0.6053906465
300	0.6051831505
301	0.6050411394
302	0.6049694734
303	0.6047758426
304	0.6045587753
305	0.6043957448
306	0.6042483056
307	0.6040710568
308	0.6039175343
309	0.6037378493
310	0.6035602662
311	0.6033617535
312	0.6031718106
313	0.6030238503
314	0.6028733027
315	0.6026418653
316	0.6024385415
317	0.602228122
318	0.6021349795
319	0.6021009674
320	0.6020328673
321	0.6019763119
322	0.6018073266
323	0.6016527508
324	0.6014518413
325	0.6013008948
326	0.6011486994
327	0.6009552964
328	0.6008222587
329	0.6006970539
330	0.6005535869
331	0.6003861302
332	0.6002161931
333	0.6000440889
334	0.5998793331
335	0.5997460532
336	0.5996385592
337	0.599463312
338	0.5993416922
339	0.5991657283
340	0.5991435614
341	0.5989742719
342	0.5987885611
343	0.5986302421
344	0.5986165402
345	0.5985662713
346	0.5984282239
347	0.598310686
348	0.5981395664
349	0.5979553357
350	0.5978195375
351	0.5977115503
352	0.5974755099
353	0.5973147168
354	0.5971635147
355	0.5970456131
356	0.5969045878
357	0.5967179844
358	0.5965585228
359	0.5963770232
360	0.5962025685
361	0.5960223697
362	0.5958991552
363	0.5957439329
364	0.5956120682
365	0.5954556014
366	0.5953466946
367	0.5951773996
368	0.5951152768
369	0.5949942387
370	0.5948660875
371	0.5946802247
372	0.594475958
373	0.5943111305
374	0.5941451608
375	0.5939626836
376	0.5938279769
377	0.5936901166
378	0.5934986424
379	0.5933491303
380	0.5932338192
381	0.5931154943
382	0.5930859395
383	0.592914104
384	0.5928028879
385	0.5926889989
386	0.5925258129
387	0.5925115598
388	0.5923552269
389	0.592116299
390	0.5919800164
391	0.5918750827
392	0.5916472689
393	0.5915487161
394	0.5913400726
395	0.5911523211
396	0.5909732731
397	0.5908971736
398	0.5907916347
399	0.5906349034
400	0.5904982773
401	0.5903926401
402	0.5902629594
403	0.5900962316
404	0.5899283102
405	0.5897569366
406	0.5896525557
407	0.5895843463
408	0.5894055719
409	0.5892390488
410	0.5890928942
411	0.588978537
412	0.5888497311
413	0.5887335313
414	0.5885872717
415	0.5884412838
416	0.5883266228
417	0.588220004
418	0.588076364
419	0.5879159936
420	0.5877594363
421	0.587624884
422	0.5874596294
423	0.5874383761
424	0.5872488896
425	0.5870925566
426	0.586941976
427	0.586928845
428	0.5868032837
429	0.5866607823
430	0.5865038819
431	0.5863842473
432	0.5862960128
433	0.5861177437
434	0.5859534764
435	0.5857775022
436	0.5855865826
437	0.5854778335
438	0.5853545033
439	0.5852311318
440	0.585150575
441	0.5850083931
442	0.5848836635
443	0.5847321032
444	0.5845742403
445	0.5844341464
446	0.5843418155
447	0.5841925319
448	0.5840554981
449	0.5839523224
450	0.5837988267
451	0.5836721088
452	0.5835446393
453	0.5833720587
454	0.5831010959
455	0.5829563312
456	0.5829121515
457	0.5828045353
458	0.5826362586
459	0.5824619536
460	0.5823410304
461	0.5821587627
462	0.5820610998
463	0.5819460565
464	0.5818151739
465	0.581604424
466	0.5814302263
467	0.5812701434
468	0.581187202
469	0.581067987
470	0.5808888843
471	0.5806732167
472	0.5805435178
473	0.580452616
474	0.58033068
475	0.5801716179
476	0.5800879359
477	0.5799741374
478	0.5797910717
479	0.5797489588
480	0.5795953701
481	0.5794493175
482	0.5793229862
483	0.5791706493
484	0.5790581416
485	0.5788997144
486	0.5787244281
487	0.5785944835
488	0.5784975737
489	0.5783403435
490	0.5782372955
491	0.5780954412
492	0.5779741151
493	0.5778462861
494	0.5777207988
495	0.5775436504
496	0.5773898892
497	0.5772482976
498	0.5771267304
499	0.5769814378
500	0.5767935793
501	0.5766688491
502	0.5765420229
503	0.5764300316
504	0.5763766091
505	0.5762223286
506	0.576109099
507	0.5759717208
508	0.575832091
509	0.5757183838
510	0.5755526737
511	0.5754361975
512	0.5753354917
513	0.5751777188
514	0.5750623425
515	0.5749692417
516	0.5747995608
517	0.5746257289
518	0.5745224595
519	0.5744257502
520	0.5742106783
521	0.5740986762
522	0.5739377832
523	0.5737835459
524	0.5736148098
525	0.5734798823
526	0.57341727
527	0.5733136881
528	0.5732009395
529	0.5730756733
530	0.5730142089
531	0.5728338217
532	0.5727432806
533	0.5726147116
534	0.5725319263
535	0.5724361338
536	0.5722999208
537	0.5721243952
538	0.5720750502
539	0.5719454017
540	0.5718078326
541	0.5716752854
542	0.5715707884
543	0.5714511248
544	0.5712879818
545	0.5712015362
546	0.5710862259
547	0.570965134
548	0.5708583304
549	0.5707403536
550	0.5705965837
551	0.5705076184
552	0.5703976733
553	0.5702713134
554	0.5701078202
555	0.5699613849
556	0.5699463819
557	0.5698230181
558	0.5698147911
559	0.5697073444
560	0.5695626841
561	0.5694027284
562	0.5693141427
563	0.5692270011
564	0.5691042495
565	0.569021908
566	0.5689099099
567	0.5687712759
568	0.5686652842
569	0.5685449902
570	0.5683922009
571	0.568259039
572	0.5681075756
573	0.5679869068
574	0.5678707365
575	0.5677383463
576	0.567587401
577	0.5675329344
578	0.5674287168
579	0.5672937981
580	0.5671567472
581	0.5670732016
582	0.5670136813
583	0.5669013228
584	0.5668457687
585	0.5666757099
586	0.5665538944
587	0.5664483047
588	0.566310154
589	0.5661540886
590	0.5660367829
591	0.5658944864
592	0.565722681
593	0.5655967815
594	0.5654584671
595	0.5653575693
596	0.5653209717
597	0.5651460142
598	0.5649670489
599	0.5648454311
600	0.564774206
601	0.5646051028
602	0.5645816339
603	0.5644784058
604	0.564398536
605	0.5642802725
606	0.5641396604
607	0.5640323677
608	0.5639535856
609	0.563799155
610	0.5636597959
611	0.5636532987
612	0.5635416342
613	0.5634270593
614	0.563321345
615	0.5632029678
616	0.5630739427
617	0.5629393617
618	0.5628144351
619	0.5626691355
620	0.5625213525
621	0.5624236912
622	0.562320348
623	0.5621977371
624	0.5620808616
625	0.5619818279
626	0.5618804821
627	0.5617722154
628	0.5616973848
629	0.5615061606
630	0.5613531887
631	0.5612154241
632	0.5611653039
633	0.5611033004
634	0.5609952922
635	0.5608723296
636	0.5607094011
637	0.5606114348
638	0.5604464471
639	0.5603636812
640	0.5602332696
641	0.5601367178
642	0.5600093881
643	0.559911701
644	0.5598367868
645	0.5596713445
646	0.5595530939
647	0.5594500549
648	0.5593576755
649	0.5593448039
650	0.559214498
651	0.5591107133
652	0.559019254
653	0.5589572721
654	0.5588557545
655	0.5587274223
656	0.5586167882
657	0.5585714423
658	0.5584285623
659	0.558305826
660	0.5582851276
661	0.5582082896
662	0.5580810082
663	0.5579531201
664	0.5578179919
665	0.5576895471
666	0.5575825808
667	0.5574853924
668	0.5573528336
669	0.5572659366
670	0.557151112
671	0.5570527906
672	0.5569555437
673	0.5568149022
674	0.5567631541
675	0.5566484836
676	0.5565729069
677	0.5564138908
678	0.5562552154
679	0.5561424647
680	0.5560606969
681	0.5559102647
682	0.5558121921
683	0.5557197853
684	0.5555996007
685	0.5554558077
686	0.5553541534
687	0.5552130151
688	0.5551035584
689	0.5550121334
690	0.5548989295
691	0.5547828961
692	0.5546488998
693	0.5545056187
694	0.5543987325
695	0.5542639281
696	0.5542340719
697	0.5541142946
698	0.5539827048
699	0.5538593924
700	0.5537238765
701	0.5536576138
702	0.5534444781
703	0.5533492758
704	0.5531736966
705	0.5530268726
706	0.5528583821
707	0.5527952438
708	0.5526775503
709	0.552572457
710	0.5524013494
711	0.5523232457
712	0.5522402448
713	0.5521733181
714	0.5521348668
715	0.5520397539
716	0.5519378482
717	0.5518727141
718	0.551737163
719	0.5516008615
720	0.5514996507
721	0.5513978077
722	0.5512706493
723	0.5511447977
724	0.5510818949
725	0.5509705488
726	0.550918903
727	0.5507707588
728	0.5506700879
729	0.550596302
730	0.5504845159
731	0.5503743395
732	0.5502613952
733	0.5501341784
734	0.5500205837
735	0.5499129623
736	0.5498395841
737	0.5497484746
738	0.5495983785
739	0.5494420244
740	0.5492895783
741	0.5491784482
742	0.5490437054
743	0.5489603512
744	0.5488344066
745	0.5486750363
746	0.5485754842
747	0.5484977609
748	0.5483869695
749	0.5482802397
750	0.5481895105
751	0.5480452431
752	0.5479395032
753	0.5477996431
754	0.5477026425
755	0.5475896668
756	0.5474525092
757	0.5473560638
758	0.5472633267
759	0.547129531
760	0.5470312555
761	0.5468879863
762	0.5467960059
763	0.5466488316
764	0.5465662805
765	0.5465130427
766	0.5463939077
767	0.5463372391
768	0.5462411239
769	0.5461719775
770	0.5460461818
771	0.5459722923
772	0.545784021
773	0.5456807126
774	0.5455536264
775	0.5454715526
776	0.5453521767
777	0.5452445409
778	0.5451317378
779	0.5450456216
780	0.5449194937
781	0.5448191897
782	0.5446871213
783	0.5445533427
784	0.5444977535
785	0.5444046486
786	0.5442575306
787	0.5441539025
788	0.5440882738
789	0.5439669468
790	0.5438429594
791	0.5437381832
792	0.5437083922
793	0.5435935583
794	0.5434942539
795	0.5433688761
796	0.5432679072
797	0.5431834402
798	0.5430679411
799	0.5430148195
800	0.5428812153
801	0.5427552949
802	0.5426379167
803	0.5424829773
804	0.5423827725
805	0.5422697374
806	0.5421927657
807	0.5420790201
808	0.5420237995
809	0.5418981797
810	0.5417787182
811	0.5417310535
812	0.5416580533
813	0.5415860398
814	0.5415318728
815	0.5414094703
816	0.541341583
817	0.541320072
818	0.5412191536
819	0.541096666
820	0.5409895523
821	0.5409727408
822	0.5408548739
823	0.5407409371
824	0.5406416313
825	0.5405779058
826	0.5404860973
827	0.5404237472
828	0.5403129894
829	0.5402145211
830	0.5401612243
831	0.540072526
832	0.5399468505
833	0.5398455707
834	0.5397289796
835	0.5396618088
836	0.5395302054
837	0.5394529543
838	0.5393667623
839	0.539239267
840	0.5391485053
841	0.5390162924
842	0.5389472034
843	0.5388427316
844	0.5387304936
845	0.5386052365
846	0.5384638029
847	0.538398763
848	0.5383040951
849	0.5382223589
850	0.538193052
851	0.538055658
852	0.5379441319
853	0.5378618479
854	0.5377737965
855	0.5376687974
856	0.5375619089
857	0.5374904587
858	0.5374202254
859	0.5373573398
860	0.537270222
861	0.5372071796
862	0.5371032856
863	0.5370490686
864	0.5369120707
865	0.5368110013
866	0.5366881519
867	0.5365355634
868	0.5364371378
869	0.5363406956
870	0.5362446286
871	0.5361481765
872	0.5360330706
873	0.5359102586
874	0.5358015536
875	0.5356443621
876	0.5355553569
877	0.5354531672
878	0.5353470883
879	0.5352763918
880	0.5351602508
881	0.5351557477
882	0.5350920732
883	0.534992899
884	0.534872916
885	0.5347742506
886	0.5346855989
887	0.5345260075
888	0.5344112302
889	0.5343627921
890	0.5342621117
891	0.5341488124
892	0.5340333275
893	0.5340281571
894	0.5339453442
895	0.5338423623
896	0.5336862327
897	0.533500618
898	0.5333620112
899	0.5332902055
900	0.5332035259
901	0.5331134498
902	0.5330081383
903	0.5329117313
904	0.5328223992
905	0.5327095681
906	0.5325993038
907	0.5325291071
908	0.5323796249
909	0.5322876124
910	0.5322001556
911	0.5320768743
912	0.5319563161
913	0.5318287266
914	0.5317410113
915	0.5317308111
916	0.5315849619
917	0.531518058
918	0.5314196513
919	0.5313142491
920	0.531228547
921	0.5310954504
922	0.5309655565
923	0.5308070749
924	0.5307303269
925	0.5306270481
926	0.5304701546
927	0.5303594231
928	0.5302724453
929	0.5301832365
930	0.5300968155
931	0.5299757498
932	0.5298668308
933	0.5297905011
934	0.5296931762
935	0.5295541618
936	0.5294352005
937	0.5293924902
938	0.5293541513
939	0.5292703064
940	0.5291440155
941	0.529070325
942	0.5289541258
943	0.5289187172
944	0.5288384359
945	0.5287293781
946	0.5286304039
947	0.5285316306
948	0.5284306335
949	0.5283370028
950	0.5281962066
951	0.5281132706
952	0.5280369936
953	0.5279085159
954	0.5278130776
955	0.5276921131
956	0.5275491596
957	0.527452926
958	0.527424035
959	0.5272855074
960	0.527226947
961	0.5271690786
962	0.5271005831
963	0.5270467287
964	0.5269847738
965	0.5268102443
966	0.5267180401
967	0.5266042482
968	0.5265228097
969	0.5263808835
970	0.5262632378
971	0.5261589952
972	0.5259924461
973	0.5258981998
974	0.5257751654
975	0.5256736922
976	0.5255556839
977	0.5254194015
978	0.5253189446
979	0.5252518753
980	0.5251406038
981	0.5250422626
982	0.5249010404
983	0.5247873032
984	0.5246693671
985	0.5245946979
986	0.5245171128
987	0.5243696661
988	0.5242858379
989	0.524184928
990	0.5240587258
991	0.5239595713
992	0.5238263223
993	0.5237489879
994	0.5236636234
995	0.5235599056
996	0.5234215837
997	0.5233826379
998	0.5233061894
999	0.5232741299
